Timestamp,Index,Value
2026-06-03 17:27:57.960,21,70.1
2026-06-03 17:27:58.069,22,69.4
2026-06-03 17:27:58.180,23,68.8
2026-06-03 17:27:58.288,24,68.1
2026-06-03 17:27:58.397,25,66.3
2026-06-03 17:27:58.508,26,65.7
2026-06-03 17:27:58.622,27,65.1
2026-06-03 17:27:58.727,28,63.1
2026-06-03 17:27:58.837,29,62.4
2026-06-03 17:27:58.943,30,62.3
2026-06-03 17:27:59.055,31,60.1
2026-06-03 17:27:59.164,32,59.8
2026-06-03 17:27:59.273,33,59.7
2026-06-03 17:27:59.382,34,59.5
2026-06-03 17:27:59.492,35,58.8
2026-06-03 17:27:59.601,36,58.9
2026-06-03 17:27:59.710,37,59.5
2026-06-03 17:27:59.819,38,57.9
2026-06-03 17:27:59.928,39,59.1
2026-06-03 17:28:00.038,40,58.6
2026-06-03 17:28:00.147,41,59.0
2026-06-03 17:28:00.255,42,60.7
2026-06-03 17:28:00.365,43,60.1
2026-06-03 17:28:00.474,44,62.2
2026-06-03 17:28:00.583,45,62.8
2026-06-03 17:28:00.698,46,64.0
2026-06-03 17:28:00.804,47,65.3
2026-06-03 17:28:00.916,48,66.4
2026-06-03 17:28:01.021,49,66.2
2026-06-03 17:28:01.132,50,67.2
2026-06-03 17:28:01.241,51,69.4
2026-06-03 17:28:01.353,52,69.9
2026-06-03 17:28:01.462,53,70.7
2026-06-03 17:28:01.572,54,71.9
2026-06-03 17:28:01.680,55,73.2
2026-06-03 17:28:01.789,56,73.5
2026-06-03 17:28:01.899,57,74.5
2026-06-03 17:28:02.007,58,76.2
2026-06-03 17:28:02.118,59,77.2
2026-06-03 17:28:02.225,60,77.5
2026-06-03 17:28:02.335,61,77.9
2026-06-03 17:28:02.444,62,77.0
2026-06-03 17:28:02.553,63,77.2
2026-06-03 17:28:02.663,64,77.1
2026-06-03 17:28:02.773,65,77.3
2026-06-03 17:28:02.881,66,77.1
2026-06-03 17:28:02.990,67,76.7
2026-06-03 17:28:03.099,68,77.2
2026-06-03 17:28:03.214,69,76.8
2026-06-03 17:28:03.323,70,76.0
2026-06-03 17:28:03.428,71,74.0
2026-06-03 17:28:03.540,72,73.7
2026-06-03 17:28:03.651,73,72.4
2026-06-03 17:28:03.760,74,72.4
2026-06-03 17:28:03.868,75,70.6
2026-06-03 17:28:03.977,76,70.4
2026-06-03 17:28:04.086,77,69.1
2026-06-03 17:28:04.194,78,67.1
2026-06-03 17:28:04.304,79,66.8
2026-06-03 17:28:04.413,80,66.7
2026-06-03 17:28:04.522,81,66.0
2026-06-03 17:28:04.631,82,63.9
2026-06-03 17:28:04.742,83,63.5
2026-06-03 17:28:04.849,84,63.4
2026-06-03 17:28:04.965,85,62.8
2026-06-03 17:28:05.068,86,63.4
2026-06-03 17:28:05.183,87,62.2
2026-06-03 17:28:05.288,88,62.6
2026-06-03 17:28:05.468,89,62.7
2026-06-03 17:28:05.586,90,63.2
2026-06-03 17:28:05.698,91,63.8
2026-06-03 17:28:05.815,92,64.0
2026-06-03 17:28:05.943,93,64.4
2026-06-03 17:28:06.070,94,66.5
2026-06-03 17:28:06.179,95,66.5
2026-06-03 17:28:06.295,96,66.8
2026-06-03 17:28:06.396,97,68.8
2026-06-03 17:28:06.508,98,70.5
2026-06-03 17:28:06.619,99,70.8
2026-06-03 17:28:06.728,100,71.6
2026-06-03 17:28:06.833,101,73.0
2026-06-03 17:28:06.965,102,73.4
2026-06-03 17:28:07.069,103,76.1
2026-06-03 17:28:07.183,104,75.9
2026-06-03 17:28:07.289,105,78.1
2026-06-03 17:28:07.397,106,77.7
2026-06-03 17:28:07.506,107,78.4
2026-06-03 17:28:07.620,108,79.6
2026-06-03 17:28:07.741,109,81.2
2026-06-03 17:28:07.876,110,81.4
2026-06-03 17:28:07.980,111,81.5
2026-06-03 17:28:08.089,112,81.1
2026-06-03 17:28:08.209,113,81.7
2026-06-03 17:28:08.348,114,81.4
2026-06-03 17:28:08.470,115,82.7
2026-06-03 17:28:08.572,116,82.2
2026-06-03 17:28:08.687,117,82.2
2026-06-03 17:28:08.790,118,81.5
2026-06-03 17:28:08.911,119,81.0
2026-06-03 17:28:09.014,120,79.9
2026-06-03 17:28:09.123,121,78.4
2026-06-03 17:28:09.226,122,77.2
2026-06-03 17:28:09.334,123,77.4
2026-06-03 17:28:09.444,124,76.4
2026-06-03 17:28:09.553,125,75.2
2026-06-03 17:28:09.668,126,75.1
2026-06-03 17:28:09.772,127,73.2
2026-06-03 17:28:09.882,128,72.3
2026-06-03 17:28:09.992,129,71.5
2026-06-03 17:28:10.104,130,70.4
2026-06-03 17:28:10.213,131,69.3
2026-06-03 17:28:10.319,132,69.5
2026-06-03 17:28:10.427,133,68.7
2026-06-03 17:28:10.541,134,67.3
2026-06-03 17:28:10.646,135,67.4
2026-06-03 17:28:10.755,136,67.9
2026-06-03 17:28:10.868,137,66.5
2026-06-03 17:28:10.977,138,68.0
2026-06-03 17:28:11.086,139,67.4
2026-06-03 17:28:11.195,140,66.9
2026-06-03 17:28:11.304,141,68.4
2026-06-03 17:28:11.414,142,69.1
2026-06-03 17:28:11.523,143,69.1
2026-06-03 17:28:11.632,144,70.2
2026-06-03 17:28:11.741,145,71.6
2026-06-03 17:28:11.850,146,71.5
2026-06-03 17:28:11.959,147,71.8
2026-06-03 17:28:12.070,148,72.9
2026-06-03 17:28:12.178,149,75.7
2026-06-03 17:28:12.287,150,76.2
2026-06-03 17:28:12.403,151,76.4
2026-06-03 17:28:12.506,152,78.8
2026-06-03 17:28:12.619,153,78.6
2026-06-03 17:28:12.729,154,81.1
2026-06-03 17:28:12.838,155,80.7
2026-06-03 17:28:12.944,156,82.3
2026-06-03 17:28:13.056,157,83.2
2026-06-03 17:28:13.165,158,83.9
2026-06-03 17:28:13.271,159,85.3
2026-06-03 17:28:13.384,160,86.1
2026-06-03 17:28:13.493,161,86.2
2026-06-03 17:28:13.602,162,86.3
2026-06-03 17:28:13.711,163,86.9
2026-06-03 17:28:13.821,164,86.3
2026-06-03 17:28:13.930,165,86.2
2026-06-03 17:28:14.038,166,86.6
2026-06-03 17:28:14.147,167,85.8
2026-06-03 17:28:14.257,168,84.9
2026-06-03 17:28:14.366,169,85.3
2026-06-03 17:28:14.474,170,83.4
2026-06-03 17:28:14.584,171,83.7
2026-06-03 17:28:14.698,172,81.8
2026-06-03 17:28:14.808,173,81.4
2026-06-03 17:28:14.912,174,81.3
2026-06-03 17:28:15.026,175,80.5
2026-06-03 17:28:15.131,176,78.6
2026-06-03 17:28:15.240,177,78.0
2026-06-03 17:28:15.353,178,77.7
2026-06-03 17:28:15.462,179,76.2
2026-06-03 17:28:15.571,180,76.0
2026-06-03 17:28:15.680,181,75.0
2026-06-03 17:28:15.789,182,73.3
2026-06-03 17:28:15.898,183,72.9
2026-06-03 17:28:16.007,184,73.0
2026-06-03 17:28:16.116,185,71.6
2026-06-03 17:28:16.226,186,71.4
2026-06-03 17:28:16.334,187,71.6
2026-06-03 17:28:16.445,188,71.8
2026-06-03 17:28:16.553,189,72.4
2026-06-03 17:28:16.663,190,72.5
2026-06-03 17:28:16.771,191,71.9
2026-06-03 17:28:16.886,192,73.0
2026-06-03 17:28:16.990,193,72.5
2026-06-03 17:28:17.100,194,74.1
2026-06-03 17:28:17.213,195,74.5
2026-06-03 17:28:17.318,196,75.0
2026-06-03 17:28:17.431,197,75.7
2026-06-03 17:28:17.542,198,76.8
2026-06-03 17:28:17.646,199,78.3
2026-06-03 17:28:17.759,200,79.4
2026-06-03 17:28:17.867,201,81.9
2026-06-03 17:28:17.977,202,82.7
2026-06-03 17:28:18.086,203,82.9
2026-06-03 17:28:18.197,204,85.2
2026-06-03 17:28:18.303,205,84.6
2026-06-03 17:28:18.413,206,85.7
2026-06-03 17:28:18.522,207,87.4
2026-06-03 17:28:18.631,208,88.0
2026-06-03 17:28:18.740,209,88.0
2026-06-03 17:28:18.850,210,90.0
2026-06-03 17:28:18.959,211,90.7
2026-06-03 17:28:19.069,212,90.3
2026-06-03 17:28:19.177,213,91.1
2026-06-03 17:28:19.287,214,91.2
2026-06-03 17:28:19.396,215,89.8
2026-06-03 17:28:19.505,216,90.3
2026-06-03 17:28:19.620,217,89.5
2026-06-03 17:28:19.730,218,88.9
2026-06-03 17:28:19.839,219,88.7
2026-06-03 17:28:19.943,220,87.9
2026-06-03 17:28:20.056,221,87.3
2026-06-03 17:28:20.165,222,87.7
2026-06-03 17:28:20.275,223,85.8
2026-06-03 17:28:20.383,224,86.0
2026-06-03 17:28:20.493,225,84.7
2026-06-03 17:28:20.602,226,84.2
2026-06-03 17:28:20.711,227,83.2
2026-06-03 17:28:20.819,228,81.8
2026-06-03 17:28:20.929,229,80.3
2026-06-03 17:28:21.038,230,80.1
2026-06-03 17:28:21.148,231,78.5
2026-06-03 17:28:21.258,232,78.1
2026-06-03 17:28:21.365,233,77.7
2026-06-03 17:28:21.474,234,76.5
2026-06-03 17:28:21.589,235,75.5
2026-06-03 17:28:21.698,236,75.3
2026-06-03 17:28:21.803,237,75.0
2026-06-03 17:28:21.917,238,75.8
2026-06-03 17:28:22.026,239,76.3
2026-06-03 17:28:22.136,240,75.4
2026-06-03 17:28:22.241,241,76.8
2026-06-03 17:28:22.352,242,76.1
2026-06-03 17:28:22.463,243,77.6
2026-06-03 17:28:22.571,244,77.4
2026-06-03 17:28:22.681,245,79.7
2026-06-03 17:28:22.789,246,80.4
2026-06-03 17:28:22.898,247,81.3
2026-06-03 17:28:23.008,248,81.3
2026-06-03 17:28:23.117,249,82.8
2026-06-03 17:28:23.226,250,84.7
2026-06-03 17:28:23.335,251,84.2
2026-06-03 17:28:23.444,252,87.0
2026-06-03 17:28:23.553,253,87.9
2026-06-03 17:28:23.663,254,87.8
2026-06-03 17:28:23.772,255,88.7
2026-06-03 17:28:23.882,256,89.8
2026-06-03 17:28:23.990,257,91.5
2026-06-03 17:28:24.099,258,92.1
2026-06-03 17:28:24.214,259,92.5
2026-06-03 17:28:24.322,260,92.9
2026-06-03 17:28:24.427,261,93.6
2026-06-03 17:28:24.541,262,95.2
2026-06-03 17:28:24.650,263,94.0
2026-06-03 17:28:24.760,264,94.5
2026-06-03 17:28:24.869,265,94.8
2026-06-03 17:28:24.997,266,94.7
2026-06-03 17:28:25.105,267,95.2
2026-06-03 17:28:25.208,268,94.2
2026-06-03 17:28:25.318,269,94.2
2026-06-03 17:28:25.433,270,94.0
2026-06-03 17:28:25.537,271,92.2
2026-06-03 17:28:25.647,272,91.8
2026-06-03 17:28:25.761,273,90.4
2026-06-03 17:28:25.868,274,89.0
2026-06-03 17:28:25.977,275,88.6
2026-06-03 17:28:26.087,276,87.1
2026-06-03 17:28:26.195,277,86.3
2026-06-03 17:28:26.305,278,85.2
2026-06-03 17:28:26.414,279,85.8
2026-06-03 17:28:26.524,280,84.7
2026-06-03 17:28:26.632,281,82.5
2026-06-03 17:28:26.741,282,82.7
2026-06-03 17:28:26.851,283,81.3
2026-06-03 17:28:26.960,284,81.1
2026-06-03 17:28:27.069,285,81.1
2026-06-03 17:28:27.178,286,80.1
2026-06-03 17:28:27.287,287,80.4
2026-06-03 17:28:27.402,288,80.0
2026-06-03 17:28:27.505,289,79.6
2026-06-03 17:28:27.619,290,80.9
2026-06-03 17:28:27.724,291,80.5
2026-06-03 17:28:27.838,292,81.0
2026-06-03 17:28:27.947,293,81.1
2026-06-03 17:28:28.056,294,82.3
2026-06-03 17:28:28.165,295,83.6
2026-06-03 17:28:28.275,296,84.4
2026-06-03 17:28:28.384,297,84.0
2026-06-03 17:28:28.492,298,85.4
2026-06-03 17:28:28.602,299,87.2
2026-06-03 17:28:28.710,300,88.0
2026-06-03 17:28:28.820,301,88.2
2026-06-03 17:28:28.929,302,89.9
2026-06-03 17:28:29.038,303,91.3
2026-06-03 17:28:29.148,304,92.5
2026-06-03 17:28:29.256,305,93.5
2026-06-03 17:28:29.366,306,94.4
2026-06-03 17:28:29.480,307,95.8
2026-06-03 17:28:29.589,308,96.9
2026-06-03 17:28:29.693,309,97.7
2026-06-03 17:28:29.807,310,96.9
2026-06-03 17:28:29.916,311,97.4
2026-06-03 17:28:30.027,312,98.7
2026-06-03 17:28:30.135,313,99.1
2026-06-03 17:28:30.244,314,99.1
2026-06-03 17:28:30.354,315,98.4
2026-06-03 17:28:30.463,316,99.3
2026-06-03 17:28:30.572,317,99.2
2026-06-03 17:28:30.680,318,98.8
2026-06-03 17:28:30.790,319,98.3
2026-06-03 17:28:30.899,320,96.8
2026-06-03 17:28:31.008,321,97.4
2026-06-03 17:28:31.116,322,95.8
2026-06-03 17:28:31.226,323,94.8
2026-06-03 17:28:31.335,324,95.1
2026-06-03 17:28:31.446,325,93.4
2026-06-03 17:28:31.552,326,93.1
2026-06-03 17:28:31.662,327,91.1
2026-06-03 17:28:31.771,328,90.8
2026-06-03 17:28:31.882,329,88.8
2026-06-03 17:28:31.995,330,88.5
2026-06-03 17:28:32.104,331,88.5
2026-06-03 17:28:32.213,332,87.5
2026-06-03 17:28:32.318,333,85.9
2026-06-03 17:28:32.428,334,85.3
2026-06-03 17:28:32.540,335,85.6
2026-06-03 17:28:32.649,336,85.1
2026-06-03 17:28:32.759,337,83.7
2026-06-03 17:28:32.868,338,84.6
2026-06-03 17:28:32.977,339,85.0
2026-06-03 17:28:33.086,340,84.0
2026-06-03 17:28:33.195,341,84.9
2026-06-03 17:28:33.303,342,85.6
2026-06-03 17:28:33.413,343,85.7
2026-06-03 17:28:33.522,344,85.6
2026-06-03 17:28:33.632,345,87.5
2026-06-03 17:28:33.741,346,86.9
2026-06-03 17:28:33.850,347,87.8
2026-06-03 17:28:33.960,348,90.3
2026-06-03 17:28:34.074,349,90.8
2026-06-03 17:28:34.183,350,91.5
2026-06-03 17:28:34.292,351,92.5
2026-06-03 17:28:34.396,352,94.1
2026-06-03 17:28:34.506,353,95.7
2026-06-03 17:28:34.615,354,96.7
2026-06-03 17:28:34.725,355,98.0
2026-06-03 17:28:34.838,356,98.8
2026-06-03 17:28:34.947,357,98.8
2026-06-03 17:28:35.056,358,100.6
2026-06-03 17:28:35.165,359,100.4
2026-06-03 17:28:35.274,360,102.2
2026-06-03 17:28:35.383,361,101.8
2026-06-03 17:28:35.491,362,102.1
2026-06-03 17:28:35.600,363,103.7
2026-06-03 17:28:35.710,364,103.4
2026-06-03 17:28:35.820,365,102.9
2026-06-03 17:28:35.929,366,103.0
2026-06-03 17:28:36.039,367,102.7
2026-06-03 17:28:36.149,368,102.5
2026-06-03 17:28:36.257,369,102.9
2026-06-03 17:28:36.365,370,101.8
2026-06-03 17:28:36.475,371,101.4
2026-06-03 17:28:36.584,372,99.8
2026-06-03 17:28:36.693,373,100.3
2026-06-03 17:28:36.803,374,98.6
2026-06-03 17:28:36.913,375,97.8
2026-06-03 17:28:37.026,376,97.9
2026-06-03 17:28:37.135,377,96.5
2026-06-03 17:28:37.243,378,94.3
2026-06-03 17:28:37.352,379,93.3
2026-06-03 17:28:37.463,380,93.1
2026-06-03 17:28:37.571,381,92.9
2026-06-03 17:28:37.679,382,91.3
2026-06-03 17:28:37.789,383,90.0
2026-06-03 17:28:37.898,384,90.6
2026-06-03 17:28:38.007,385,88.9
2026-06-03 17:28:38.116,386,88.9
2026-06-03 17:28:38.226,387,89.7
2026-06-03 17:28:38.335,388,88.8
2026-06-03 17:28:38.444,389,88.6
2026-06-03 17:28:38.553,390,87.8
2026-06-03 17:28:38.662,391,88.9
2026-06-03 17:28:38.771,392,89.1
2026-06-03 17:28:38.881,393,89.7
2026-06-03 17:28:38.990,394,89.6
2026-06-03 17:28:39.100,395,90.2
2026-06-03 17:28:39.213,396,91.9
2026-06-03 17:28:39.321,397,91.9
2026-06-03 17:28:39.430,398,92.9
2026-06-03 17:28:39.540,399,93.8
2026-06-03 17:28:39.648,400,96.0
2026-06-03 17:28:39.757,401,97.5
2026-06-03 17:28:39.868,402,98.5
2026-06-03 17:28:39.977,403,98.6
2026-06-03 17:28:40.086,404,99.7
2026-06-03 17:28:40.195,405,101.9
2026-06-03 17:28:40.304,406,101.9
2026-06-03 17:28:40.413,407,103.9
2026-06-03 17:28:40.522,408,104.3
2026-06-03 17:28:40.631,409,104.8
2026-06-03 17:28:40.740,410,106.5
2026-06-03 17:28:40.850,411,107.3
2026-06-03 17:28:40.959,412,106.2
2026-06-03 17:28:41.069,413,107.6
2026-06-03 17:28:41.183,414,107.9
2026-06-03 17:28:41.287,415,108.4
2026-06-03 17:28:41.396,416,108.2
2026-06-03 17:28:41.506,417,108.5
2026-06-03 17:28:41.621,418,108.2
2026-06-03 17:28:41.724,419,106.6
2026-06-03 17:28:41.834,420,106.9
2026-06-03 17:28:41.948,421,105.3
2026-06-03 17:28:42.057,422,105.2
2026-06-03 17:28:42.166,423,104.7
2026-06-03 17:28:42.275,424,103.7
2026-06-03 17:28:42.384,425,103.1
2026-06-03 17:28:42.493,426,100.9
2026-06-03 17:28:42.602,427,100.6
2026-06-03 17:28:42.710,428,99.8
2026-06-03 17:28:42.820,429,98.2
2026-06-03 17:28:42.929,430,98.3
2026-06-03 17:28:43.038,431,97.6
2026-06-03 17:28:43.147,432,96.3
2026-06-03 17:28:43.257,433,94.5
2026-06-03 17:28:43.370,434,94.4
2026-06-03 17:28:43.480,435,94.1
2026-06-03 17:28:43.589,436,92.7
2026-06-03 17:28:43.698,437,92.7
2026-06-03 17:28:43.808,438,93.7
2026-06-03 17:28:43.916,439,93.7
2026-06-03 17:28:44.021,440,93.8
2026-06-03 17:28:44.135,441,93.4
2026-06-03 17:28:44.244,442,93.4
2026-06-03 17:28:44.353,443,93.5
2026-06-03 17:28:44.462,444,94.7
2026-06-03 17:28:44.571,445,94.3
2026-06-03 17:28:44.680,446,95.8
2026-06-03 17:28:44.789,447,97.3
2026-06-03 17:28:44.898,448,98.3
2026-06-03 17:28:45.007,449,98.3
2026-06-03 17:28:45.116,450,99.4
2026-06-03 17:28:45.225,451,101.0
2026-06-03 17:28:45.334,452,101.2
2026-06-03 17:28:45.443,453,103.6
2026-06-03 17:28:45.552,454,103.8
2026-06-03 17:28:45.668,455,105.1
2026-06-03 17:28:45.771,456,106.0
2026-06-03 17:28:45.887,457,106.6
2026-06-03 17:28:45.995,458,108.4
2026-06-03 17:28:46.099,459,108.9
2026-06-03 17:28:46.213,460,110.2
2026-06-03 17:28:46.322,461,110.9
2026-06-03 17:28:46.431,462,110.5
2026-06-03 17:28:46.541,463,111.0
2026-06-03 17:28:46.651,464,111.7
2026-06-03 17:28:46.759,465,112.7
2026-06-03 17:28:46.867,466,111.6
2026-06-03 17:28:46.977,467,112.7
2026-06-03 17:28:47.086,468,111.0
2026-06-03 17:28:47.195,469,110.5
2026-06-03 17:28:47.305,470,111.4
2026-06-03 17:28:47.413,471,110.2
2026-06-03 17:28:47.523,472,108.8
2026-06-03 17:28:47.632,473,107.9
2026-06-03 17:28:47.741,474,107.7
2026-06-03 17:28:47.850,475,106.3
2026-06-03 17:28:47.959,476,106.5
2026-06-03 17:28:48.068,477,104.7
2026-06-03 17:28:48.183,478,103.3
2026-06-03 17:28:48.292,479,103.3
2026-06-03 17:28:48.401,480,102.0
2026-06-03 17:28:48.510,481,101.0
2026-06-03 17:28:48.619,482,100.7
2026-06-03 17:28:48.728,483,99.4
2026-06-03 17:28:48.837,484,99.8
2026-06-03 17:28:48.947,485,98.0
2026-06-03 17:28:49.056,486,98.6
2026-06-03 17:28:49.165,487,98.2
2026-06-03 17:28:49.274,488,97.9
2026-06-03 17:28:49.383,489,96.4
2026-06-03 17:28:49.493,490,96.9
2026-06-03 17:28:49.602,491,96.4
2026-06-03 17:28:49.711,492,98.1
2026-06-03 17:28:49.819,493,98.1
2026-06-03 17:28:49.929,494,98.2
2026-06-03 17:28:50.038,495,98.8
2026-06-03 17:28:50.147,496,99.9
2026-06-03 17:28:50.255,497,100.5
2026-06-03 17:28:50.365,498,102.4
2026-06-03 17:28:50.474,499,103.2
2026-06-03 17:28:50.589,500,104.3
2026-06-03 17:28:50.697,501,104.9
2026-06-03 17:28:50.806,502,106.3
2026-06-03 17:28:50.916,503,107.7
2026-06-03 17:28:51.026,504,108.2
2026-06-03 17:28:51.135,505,110.0
2026-06-03 17:28:51.243,506,110.5
2026-06-03 17:28:51.353,507,110.6
2026-06-03 17:28:51.462,508,112.3
2026-06-03 17:28:51.571,509,112.6
2026-06-03 17:28:51.680,510,114.3
2026-06-03 17:28:51.789,511,115.6
2026-06-03 17:28:51.897,512,116.2
2026-06-03 17:28:52.009,513,116.4
2026-06-03 17:28:52.116,514,116.9
2026-06-03 17:28:52.225,515,115.9
2026-06-03 17:28:52.334,516,115.4
2026-06-03 17:28:52.444,517,116.7
2026-06-03 17:28:52.553,518,115.5
2026-06-03 17:28:52.663,519,115.1
2026-06-03 17:28:52.771,520,114.3
2026-06-03 17:28:52.881,521,114.4
2026-06-03 17:28:52.996,522,113.3
2026-06-03 17:28:53.099,523,112.5
2026-06-03 17:28:53.209,524,112.8
2026-06-03 17:28:53.324,525,112.1
2026-06-03 17:28:53.432,526,111.0
2026-06-03 17:28:53.542,527,109.6
2026-06-03 17:28:53.649,528,109.0
2026-06-03 17:28:53.759,529,106.8
2026-06-03 17:28:53.868,530,106.9
2026-06-03 17:28:53.977,531,105.6
2026-06-03 17:28:54.086,532,104.8
2026-06-03 17:28:54.195,533,103.6
2026-06-03 17:28:54.304,534,104.0
2026-06-03 17:28:54.412,535,103.4
2026-06-03 17:28:54.527,536,102.6
2026-06-03 17:28:54.631,537,102.5
2026-06-03 17:28:54.740,538,102.3
2026-06-03 17:28:54.849,539,100.8
2026-06-03 17:28:54.965,540,101.8
2026-06-03 17:28:55.074,541,102.1
2026-06-03 17:28:55.184,542,101.7
2026-06-03 17:28:55.293,543,102.5
2026-06-03 17:28:55.401,544,102.5
2026-06-03 17:28:55.505,545,103.1
2026-06-03 17:28:55.619,546,103.1
2026-06-03 17:28:55.729,547,105.5
2026-06-03 17:28:55.838,548,105.9
2026-06-03 17:28:55.947,549,105.9
2026-06-03 17:28:56.056,550,107.4
2026-06-03 17:28:56.165,551,109.3
2026-06-03 17:28:56.281,552,109.3
2026-06-03 17:28:56.384,553,111.5
2026-06-03 17:28:56.493,554,112.8
2026-06-03 17:28:56.601,555,113.2
2026-06-03 17:28:56.710,556,114.4
2026-06-03 17:28:56.819,557,115.7
2026-06-03 17:28:56.928,558,115.8
2026-06-03 17:28:57.037,559,117.7
2026-06-03 17:28:57.146,560,117.5
2026-06-03 17:28:57.257,561,118.1
2026-06-03 17:28:57.371,562,119.2
2026-06-03 17:28:57.474,563,119.7
2026-06-03 17:28:57.588,564,120.4
2026-06-03 17:28:57.698,565,120.1
2026-06-03 17:28:57.807,566,120.7
2026-06-03 17:28:57.916,567,121.0
2026-06-03 17:28:58.026,568,119.6
2026-06-03 17:28:58.136,569,119.4
2026-06-03 17:28:58.244,570,119.9
2026-06-03 17:28:58.353,571,118.5
2026-06-03 17:28:58.462,572,119.2
2026-06-03 17:28:58.571,573,117.0
2026-06-03 17:28:58.680,574,116.8
2026-06-03 17:28:58.790,575,115.4
2026-06-03 17:28:58.899,576,115.8
2026-06-03 17:28:59.008,577,113.9
2026-06-03 17:28:59.117,578,113.4
2026-06-03 17:28:59.226,579,111.8
2026-06-03 17:28:59.335,580,111.7
2026-06-03 17:28:59.444,581,110.8
2026-06-03 17:28:59.553,582,110.0
2026-06-03 17:28:59.663,583,108.9
2026-06-03 17:28:59.773,584,108.3
2026-06-03 17:28:59.880,585,107.8
2026-06-03 17:28:59.990,586,106.2
2026-06-03 17:29:00.105,587,106.5
2026-06-03 17:29:00.213,588,105.7
2026-06-03 17:29:00.322,589,105.5
2026-06-03 17:29:00.431,590,105.4
2026-06-03 17:29:00.541,591,104.9
2026-06-03 17:29:00.651,592,106.3
2026-06-03 17:29:00.759,593,105.7
2026-06-03 17:29:00.868,594,107.6
2026-06-03 17:29:00.977,595,107.6
2026-06-03 17:29:01.086,596,108.0
2026-06-03 17:29:01.195,597,108.1
2026-06-03 17:29:01.304,598,109.2
2026-06-03 17:29:01.413,599,110.1
2026-06-03 17:29:01.523,600,112.4
2026-06-03 17:29:01.631,601,112.4
2026-06-03 17:29:01.741,602,114.5
2026-06-03 17:29:01.850,603,115.1
2026-06-03 17:29:01.960,604,116.0
2026-06-03 17:29:02.073,605,116.7
2026-06-03 17:29:02.183,606,119.1
2026-06-03 17:29:02.291,607,118.6
2026-06-03 17:29:02.396,608,120.1
2026-06-03 17:29:02.510,609,121.7
2026-06-03 17:29:02.620,610,122.3
2026-06-03 17:29:02.728,611,122.3
2026-06-03 17:29:02.856,612,124.4
2026-06-03 17:29:02.960,613,124.7
2026-06-03 17:29:03.074,614,125.2
2026-06-03 17:29:03.183,615,124.5
2026-06-03 17:29:03.287,616,124.4
2026-06-03 17:29:03.401,617,125.3
2026-06-03 17:29:03.510,618,125.0
2026-06-03 17:29:03.620,619,124.8
